company_id,sector,annual_revenue,revenue_growth_rate,gross_profit_margin,net_profit_margin,ebitda_margin,operating_profit_margin,total_debt,debt_to_equity_ratio,debt_to_revenue_ratio,interest_coverage_ratio,long_term_debt_ratio,operating_cash_flow,free_cash_flow,current_ratio,quick_ratio,cash_reserve_months,cash_flow_to_debt,market_share_percent,market_growth_rate,customer_retention_rate,revenue_concentration,employee_count,revenue_per_employee,asset_turnover_ratio,inventory_turnover,return_on_assets,return_on_equity,years_in_operation,credit_rating_score,bankruptcy_history,regulatory_violations,management_score,esg_score,financial_distress
COMP_03785,Healthcare,284837555.48,-0.1202,0.5027,0.3472,0.437,0.2947,599700416.95,3.0673,2.1054,3.5923,0.7176,83470983.2,78671479.69,1.2753,1.1443,5.74,0.1392,33.2357,0.3905,0.8173,0.3853,20032,14219.13,2.8421,7.3623,0.1824,0.2738,43,467.31,0,0,7.16,81.68,0
COMP_03786,Finance,433993853.25,0.5526,0.745,0.2462,0.0993,-0.0257,892636914.65,2.188,2.0568,19.5511,0.3931,102225355.97,97725151.71,3.7,3.0066,9.61,0.1145,30.1619,0.3615,0.7743,0.6981,8051,53905.58,1.8969,7.2699,-0.0423,0.3099,14,604.75,0,2,6.87,82.78,0
COMP_03787,Technology,216626002.16,0.0081,0.4858,0.037,0.2472,0.3592,102918532.39,2.6123,0.4751,6.1575,0.4987,47477679.66,45698300.59,3.916,2.7873,4.56,0.4613,31.6677,0.2311,0.5707,0.8855,40387,5363.76,1.6557,9.584,0.2118,0.1568,8,381.27,0,0,7.0,27.52,0
COMP_03788,Healthcare,483328794.34,0.0963,0.075,-0.1428,0.044,0.1026,626881301.54,4.1651,1.297,8.4794,0.608,32473872.02,22505378.87,2.9122,1.6675,22.75,0.0518,9.5662,0.1516,0.565,0.3904,31922,15140.93,1.1991,14.8578,0.1769,-0.0161,42,420.92,0,1,6.84,36.47,0
COMP_03789,Manufacturing,226655334.95,0.3364,0.0621,-0.0458,0.3784,-0.0202,648691573.94,4.6526,2.862,2.0086,0.1227,66655911.71,77248318.01,2.0543,1.3875,6.22,0.1028,17.9286,0.2533,0.5637,0.5886,2836,79920.78,1.0999,12.4209,0.184,-0.1867,3,387.74,0,2,2.74,80.67,1
COMP_03790,Telecom,72250032.7,0.2289,0.2743,0.3741,0.3645,0.1755,50191964.87,3.6755,0.6947,2.6613,0.2981,16616722.91,10791082.2,2.3802,2.0332,2.69,0.3311,27.8557,0.0572,0.6246,0.3592,2513,28750.51,0.4884,10.8653,0.0404,0.153,42,777.02,0,1,4.78,49.67,0
COMP_03791,Energy,195327905.36,-0.0139,0.187,-0.0138,0.0778,0.368,605738526.73,3.8233,3.1011,4.723,0.3002,6692154.49,5098824.73,0.8793,0.5322,13.59,0.011,18.4581,0.3261,0.8081,0.8014,7890,24756.39,0.708,19.0728,0.1016,-0.0337,35,532.78,0,0,2.79,76.17,0
COMP_03792,Real Estate,475899500.79,0.1984,0.6191,-0.0021,0.3089,0.4303,244148922.55,1.6699,0.513,11.1951,0.8066,94892652.71,66290655.88,1.7719,1.4539,13.13,0.3887,22.5002,-0.0327,0.5993,0.8484,42736,11135.8,0.9535,2.5806,0.0512,0.3471,52,694.39,0,2,9.0,10.52,0
COMP_03793,Finance,160540703.82,0.3576,0.6414,-0.0862,0.3223,0.2989,108382268.91,2.3885,0.6751,11.3769,0.3652,11720943.18,13500023.6,3.9165,2.3942,15.35,0.1081,32.3073,0.3017,0.8168,0.2517,34354,4673.13,2.2615,9.2722,0.1828,0.1058,45,623.82,0,1,6.26,48.35,0
COMP_03794,Finance,434180981.77,-0.2619,0.231,0.2841,0.2375,-0.1466,748679918.58,4.4375,1.7243,12.3218,0.5361,71284818.34,76977559.76,2.417,1.7127,23.22,0.0952,10.4075,0.3337,0.9664,0.6233,11174,38856.36,2.8879,14.3278,-0.0954,-0.1204,2,637.57,0,0,8.04,52.4,0
COMP_03795,Healthcare,440744090.16,-0.2899,0.278,-0.0346,0.2604,-0.0692,1460634586.48,3.9511,3.314,11.8844,0.7653,126943792.79,135562052.08,2.4622,1.3258,8.1,0.0869,18.9253,-0.0149,0.9138,0.8248,9239,47704.74,1.5035,7.7675,0.0545,0.3644,77,814.93,0,1,3.46,60.41,1
COMP_03796,Technology,175743075.64,0.1123,0.2154,-0.0018,0.2447,-0.1042,214487764.16,3.4529,1.2205,10.1571,0.3078,-249445.84,-125545.36,3.8389,2.7055,8.95,-0.0012,19.7675,0.1393,0.8831,0.48,22257,7896.08,1.2389,10.5578,0.2063,0.4312,48,485.42,0,0,8.45,42.2,0
COMP_03797,Telecom,42545571.37,-0.1813,0.6859,0.0486,-0.0509,-0.0893,99469043.25,0.4197,2.3379,16.1409,0.199,9274971.84,9090681.4,3.6022,2.7943,8.42,0.0932,12.6478,0.3458,0.9556,0.3683,20056,2121.34,2.6055,2.5416,-0.0508,-0.1532,65,447.72,1,0,2.33,11.32,0
COMP_03798,Manufacturing,362554396.67,0.2979,0.4019,0.0602,0.3022,0.0798,761901636.64,0.2936,2.1015,18.711,0.8587,49361682.66,32637529.28,2.4905,1.8766,15.27,0.0648,12.9527,0.3796,0.794,0.8245,28601,12676.28,2.1061,5.6582,0.0467,0.1407,71,539.41,0,0,1.03,50.44,0
COMP_03799,Technology,156444637.21,-0.1074,0.5093,0.0468,0.1819,0.0531,95230504.61,0.739,0.6087,5.7603,0.6637,43802678.23,51574192.33,1.4415,0.9844,14.7,0.46,26.9395,0.3057,0.8691,0.3063,12600,12416.24,0.8854,3.4682,-0.019,0.3779,9,544.79,0,0,9.86,54.66,0
COMP_03800,Retail,391678883.51,0.0896,0.3408,0.1022,0.1631,-0.0818,369653786.89,2.9488,0.9438,3.0388,0.2416,-18101312.7,-15775764.4,0.9093,0.6059,12.93,-0.049,32.5401,0.3705,0.8715,0.2657,42894,9131.32,1.7069,19.4713,0.0513,0.3925,48,795.81,0,2,1.36,38.78,1
COMP_03801,Retail,221884769.28,-0.1221,0.4917,0.2887,0.416,0.3793,723903370.34,2.7283,3.2625,8.7892,0.7558,41688553.51,37323432.66,3.5228,2.198,9.06,0.0576,22.2173,0.3685,0.9678,0.8044,29012,7648.03,2.6737,15.3988,-0.1273,0.1662,75,772.97,0,0,3.62,82.47,0
COMP_03802,Energy,243148104.43,0.1936,0.3201,0.2916,-0.0861,0.2193,177114117.4,4.7192,0.7284,1.0152,0.7297,-20701323.14,-15516427.88,3.7203,3.1444,10.55,-0.1169,17.1292,0.3899,0.8106,0.6069,9070,26807.95,2.048,13.7603,0.0638,0.1256,38,529.88,0,0,3.13,33.59,0
COMP_03803,Healthcare,389176793.97,-0.1956,0.2878,0.279,0.0508,0.3279,958555529.68,3.5043,2.463,17.7247,0.77,-536522.15,-469838.58,2.23,1.9004,19.12,-0.0006,26.2875,0.1067,0.6311,0.248,45408,8570.67,1.2442,2.0381,0.033,-0.2623,71,729.83,1,0,3.34,13.52,0
COMP_03804,Healthcare,191799302.2,-0.2792,0.4941,-0.1393,-0.0272,0.0729,648274207.46,1.5405,3.38,5.1743,0.321,5435939.77,5570838.22,0.8309,0.5961,14.82,0.0084,34.9235,0.0435,0.5939,0.6143,10874,17638.34,1.399,10.397,0.2719,0.2849,50,569.1,0,2,3.0,78.3,1
COMP_03805,Healthcare,222120545.32,-0.254,0.4637,0.2798,-0.0788,0.0961,112464157.46,0.8913,0.5063,11.2113,0.4589,16193099.56,14466010.08,2.6218,1.7622,17.33,0.144,2.9758,0.2165,0.6472,0.801,46491,4777.71,2.7161,14.7454,-0.0357,-0.1537,67,771.52,0,0,2.1,89.5,0
COMP_03806,Energy,188719043.92,0.5588,0.2555,-0.1278,0.0654,0.0406,275004932.42,4.2627,1.4572,2.7444,0.6549,53996291.12,51236217.94,1.7861,1.4054,7.0,0.1963,22.8402,-0.0056,0.8656,0.1714,49235,3833.03,2.1826,12.9491,-0.0334,0.4073,69,385.41,0,1,7.95,75.37,1
COMP_03807,Retail,184302917.12,-0.1719,0.1545,-0.1252,0.4931,0.1131,158752873.07,2.3522,0.8614,11.2885,0.4125,-13446637.5,-11170493.63,1.0525,0.7904,21.92,-0.0847,19.5082,0.1785,0.8151,0.3054,29060,6342.15,1.6281,11.2594,-0.0822,0.3309,25,829.24,1,0,7.79,27.03,1
COMP_03808,Technology,263447341.87,0.3376,0.308,0.3687,0.0621,0.2162,224802029.78,3.302,0.8533,1.2604,0.156,-8537499.61,-8550133.38,3.717,2.9746,1.33,-0.038,21.3976,0.1896,0.6052,0.5834,771,341695.64,2.0988,16.9282,-0.0376,0.4953,33,438.93,0,0,7.48,24.69,0
COMP_03809,Energy,404590922.81,-0.2389,0.3406,0.2916,0.2982,0.1458,204137106.52,2.8692,0.5046,15.4917,0.2092,-7598666.43,-8584147.45,1.3381,0.8533,14.5,-0.0372,0.8964,0.3032,0.9127,0.192,2104,192296.07,2.1192,8.0339,0.2745,0.1368,46,463.8,0,0,6.87,16.96,0
COMP_03810,Energy,181522387.65,-0.2027,0.4901,0.1314,-0.029,0.3528,419039716.95,0.6265,2.3085,19.1307,0.5777,12633718.74,6768335.92,2.9891,2.5549,19.59,0.0301,33.453,0.0809,0.971,0.8244,29790,6093.4,1.7885,17.1001,0.1324,0.0707,12,300.72,0,1,5.41,80.36,0
COMP_03811,Technology,262603105.55,0.158,0.6902,0.325,0.2611,0.3901,692633530.48,0.3796,2.6376,6.486,0.4001,-19884320.9,-11435623.5,2.0028,1.2869,20.86,-0.0287,3.0804,0.2009,0.8635,0.5744,20175,13016.26,1.9571,8.989,-0.143,-0.0564,10,479.47,1,0,6.26,69.46,0
COMP_03812,Healthcare,335692935.4,0.1184,0.0753,0.3936,0.4907,0.1318,806032070.21,1.9474,2.4011,5.5352,0.1043,96064515.05,94136152.49,3.3977,2.3391,8.01,0.1192,10.8308,0.3516,0.5298,0.568,44550,7535.19,1.1886,12.4512,-0.1345,-0.2685,18,727.61,1,0,1.28,84.83,0
COMP_03813,Manufacturing,135450283.71,0.5564,0.2206,0.1664,0.0751,-0.0062,439377958.72,1.8716,3.2438,9.2359,0.7135,16787799.79,12832478.17,2.9529,1.6524,11.3,0.0382,10.5106,0.1109,0.8012,0.1447,44885,3017.72,1.1791,11.3571,-0.1379,0.2082,64,626.88,0,2,5.3,62.81,0
COMP_03814,Technology,139483879.65,0.5504,0.1856,0.1677,0.4088,0.4171,83035862.4,3.4016,0.5953,12.5895,0.4334,31427777.03,21909337.55,0.9311,0.8239,1.32,0.3785,25.6857,0.1859,0.9501,0.437,31125,4481.41,1.1496,9.3893,-0.0361,0.4577,46,818.18,0,1,8.67,13.4,0
COMP_03815,Retail,466773150.38,0.4016,0.4016,0.2527,0.4985,0.291,554281105.78,3.1978,1.1875,4.1848,0.351,97555295.4,60973552.07,2.0736,1.638,19.06,0.176,23.5157,0.2937,0.6502,0.2559,46192,10105.06,0.3083,6.7958,-0.1241,0.0785,19,757.36,0,1,2.9,35.34,0
COMP_03816,Finance,362043752.09,0.2419,0.3508,-0.0607,0.2531,0.2341,460355847.05,4.8478,1.2715,16.1645,0.6708,59494669.48,53595498.95,1.4093,0.8538,3.43,0.1292,2.2542,0.0248,0.781,0.7468,48868,7408.61,2.5189,10.0693,-0.1198,-0.0646,28,368.73,0,0,7.37,58.51,0
COMP_03817,Telecom,289016151.44,0.1095,0.5603,-0.0997,0.0856,0.2972,256958235.14,4.3047,0.8891,4.3714,0.4641,75653956.65,56231518.88,2.9975,2.6477,10.56,0.2944,5.3248,-0.0483,0.609,0.3689,14933,19354.19,0.6409,4.1836,0.047,0.243,24,773.78,0,1,1.86,49.96,1
COMP_03818,Finance,324212307.16,0.0206,0.2197,0.2557,0.3041,-0.1044,189176847.03,2.5333,0.5835,0.6067,0.6559,84604331.39,72385145.94,2.4064,1.9664,23.78,0.4472,11.2256,0.2409,0.9227,0.4224,45708,7093.12,0.4637,8.1945,-0.1465,0.2716,64,573.86,0,0,1.7,17.0,0
COMP_03819,Real Estate,15620422.11,0.5524,0.4661,0.0069,0.4069,-0.1094,27410588.91,2.5501,1.7548,10.7229,0.1106,-763702.25,-894289.88,1.6906,1.1817,22.07,-0.0279,24.6732,0.0852,0.9176,0.6125,37026,421.88,1.384,12.4356,-0.1426,0.2726,49,583.53,0,2,7.65,12.43,0
COMP_03820,Real Estate,309433379.82,0.2426,0.6687,-0.119,0.0028,-0.0581,908835150.8,3.4032,2.9371,2.7454,0.1075,80691350.8,83175623.82,1.6531,1.5629,8.26,0.0888,32.5303,0.0908,0.6749,0.6739,47176,6559.13,1.5422,3.1107,0.1289,0.4664,59,805.63,0,1,3.77,33.08,1
COMP_03821,Energy,255244927.74,0.2212,0.6875,-0.0111,0.1715,-0.0615,853905331.94,0.659,3.3454,14.1157,0.5479,27963719.01,29562282.03,0.9007,0.587,5.76,0.0327,11.1101,0.365,0.6679,0.732,14506,17595.82,0.9369,15.3841,0.1639,-0.2024,72,309.34,0,0,4.0,65.0,0
COMP_03822,Telecom,273329090.21,-0.0913,0.7211,0.0152,0.0915,0.1024,147531603.95,4.9995,0.5398,3.7657,0.8858,1975591.34,1159550.68,1.2484,0.6801,6.41,0.0134,18.4425,0.1039,0.5,0.2399,15824,17273.07,2.8783,12.2139,0.2842,0.3492,29,469.57,1,0,5.97,85.61,1
COMP_03823,Finance,180352489.59,-0.258,0.5913,0.3791,0.07,-0.0556,522793997.34,2.6422,2.8987,16.4389,0.3179,25862580.69,18814671.14,2.9971,2.4878,16.59,0.0495,13.1041,0.3768,0.6524,0.31,24340,7409.72,0.6666,19.3702,0.0677,-0.2341,3,303.17,0,1,7.99,62.43,0
COMP_03824,Manufacturing,41655474.96,0.5507,0.6842,0.2188,0.4165,0.3627,120949829.78,4.5585,2.9036,9.6722,0.6463,514921.65,295752.89,2.6347,2.2149,17.56,0.0043,20.2498,-0.0468,0.8751,0.1739,8207,5075.6,1.8065,3.6362,0.1056,0.2618,2,386.22,0,2,9.46,12.34,0
COMP_03825,Healthcare,97476277.57,-0.0176,0.2142,0.1185,0.153,0.1969,138662501.53,4.84,1.4225,11.5424,0.2378,8929133.59,10518203.74,1.7446,0.9186,5.59,0.0644,22.0163,0.0715,0.5137,0.7852,10217,9540.6,1.9099,6.0807,0.1166,0.3037,78,783.93,1,0,3.31,77.31,0
COMP_03826,Retail,475421611.89,0.0983,0.1883,0.3813,0.1034,0.071,225397729.5,2.95,0.4741,4.1384,0.3492,107718718.02,105298421.75,3.4264,2.9766,6.14,0.4779,18.1885,0.2465,0.5973,0.3523,32098,14811.56,2.0353,11.6862,0.1867,0.0235,60,535.64,0,0,5.61,14.92,0
COMP_03827,Real Estate,204941081.57,-0.1968,0.0545,0.3419,0.2621,-0.1082,710331367.84,0.6064,3.466,3.3604,0.1625,-17854632.95,-9167705.65,2.1954,1.8643,8.1,-0.0251,13.6769,-0.037,0.8505,0.2009,7739,26481.6,2.4228,10.7303,0.0369,0.275,53,772.63,1,0,5.29,67.72,0
COMP_03828,Manufacturing,233874894.76,0.4532,0.5448,0.1072,0.0316,0.2046,544698442.94,2.9094,2.329,12.8102,0.8046,-6259522.02,-5213264.04,3.2805,3.0126,10.68,-0.0115,30.8044,0.0935,0.811,0.3491,17614,13277.78,2.6221,10.9711,0.2933,-0.137,23,327.75,0,0,3.84,45.72,0
COMP_03829,Retail,27302185.14,-0.2751,0.7062,0.3434,0.0379,-0.0801,93904920.12,3.0284,3.4395,5.4815,0.3483,7716500.4,5281697.18,3.2341,1.7896,22.06,0.0822,28.0869,0.3259,0.9736,0.1457,18005,1516.37,1.0167,8.1527,0.0745,-0.2739,52,419.4,1,2,8.05,30.37,0
COMP_03830,Retail,19745548.54,0.4506,0.1809,0.0426,0.2122,0.2959,34444702.63,3.967,1.7444,8.0255,0.2844,1540929.76,1352891.95,3.468,2.6716,1.12,0.0447,34.9444,0.2809,0.6875,0.7693,47227,418.1,2.9609,17.5897,-0.0925,-0.1577,20,750.52,0,1,4.85,62.24,0
COMP_03831,Healthcare,358873542.08,-0.1737,0.4959,-0.0617,0.1456,0.3317,518090013.96,0.3363,1.4437,9.8493,0.6845,7654664.2,4784627.32,3.4742,2.0801,15.5,0.0148,14.503,0.0411,0.564,0.3296,2808,127803.97,1.359,2.9239,0.1864,-0.1898,34,773.67,0,0,5.02,66.4,0
COMP_03832,Telecom,269509237.4,0.4979,0.5725,-0.0604,0.077,0.1764,253454738.76,2.3849,0.9404,4.9779,0.2596,72582022.29,39179691.69,2.8767,1.9554,20.75,0.2864,1.4521,0.0782,0.8191,0.3801,10441,25812.59,2.3956,17.7017,0.0838,0.3719,32,603.34,0,0,1.26,50.97,0
COMP_03833,Energy,254844286.12,0.3568,0.6993,0.1974,-0.0676,-0.0602,877720624.4,4.6216,3.4441,16.0108,0.2922,67402634.84,48949429.46,3.123,1.934,17.5,0.0768,22.8328,0.1525,0.5379,0.8523,5073,50235.42,0.3146,15.9729,0.1425,-0.0828,27,332.75,0,0,5.66,73.81,0
COMP_03834,Finance,122319140.68,-0.1518,0.5028,0.1006,0.2125,0.3221,117557833.41,4.9574,0.9611,18.8188,0.1829,-10067234.33,-7116074.7,3.2192,2.2605,5.59,-0.0856,27.4416,0.2656,0.556,0.2515,40263,3038.0,2.2871,16.1925,0.0813,0.279,10,634.48,0,0,8.61,29.06,0
COMP_03835,Healthcare,372630615.08,0.2092,0.7292,0.1954,0.39,0.0347,67369145.09,1.0378,0.1808,8.9219,0.8703,16765100.97,16796527.31,1.0921,0.6015,11.7,0.2489,32.7938,-0.0241,0.7726,0.2632,29272,12729.93,2.5253,18.3854,0.1428,0.3651,34,771.46,0,0,3.61,36.94,0
COMP_03836,Manufacturing,84950052.98,-0.0186,0.2913,0.2116,0.4108,-0.0164,156511349.5,4.3659,1.8424,18.3922,0.2981,22522693.7,18743029.87,1.5509,0.9872,21.89,0.1439,0.4617,0.1638,0.7265,0.5484,36546,2324.47,0.5034,12.2001,0.0538,0.464,32,509.56,0,2,9.52,61.72,0
COMP_03837,Energy,95777437.09,-0.1396,0.2949,-0.1866,0.0413,0.1323,132361705.29,0.8166,1.382,17.7123,0.8965,-2690504.31,-1893925.26,0.8648,0.46,3.22,-0.0203,30.7974,-0.0633,0.6265,0.8778,4890,19586.39,1.057,17.5852,0.0258,0.3602,73,373.36,0,0,5.95,48.05,1
COMP_03838,Manufacturing,230895373.5,0.4733,0.4301,-0.1676,0.2598,0.4036,228286373.92,4.2218,0.9887,3.7379,0.2409,30313192.35,27260695.19,1.1628,0.8388,23.71,0.1328,18.1342,0.0989,0.7294,0.8209,12111,19064.93,1.4537,9.292,-0.065,0.375,73,546.03,0,0,5.11,16.38,1
COMP_03839,Energy,143853651.19,0.0632,0.3185,0.1196,0.4135,0.0284,324773726.87,1.4587,2.2577,3.8809,0.1165,4072670.28,2239651.68,3.224,2.0424,3.88,0.0125,13.1811,-0.0045,0.9168,0.5743,41759,3444.85,2.339,14.317,-0.0007,-0.0249,42,628.54,0,0,5.56,19.99,0
COMP_03840,Telecom,124484027.64,0.0587,0.051,-0.0854,0.1452,0.3933,166623525.46,4.8022,1.3385,9.8094,0.8166,24227849.98,23347090.79,3.8149,2.9208,3.85,0.1454,7.8456,0.0545,0.848,0.7498,27375,4547.36,1.683,7.4865,-0.1331,-0.0681,13,753.17,0,0,3.83,72.24,0
COMP_03841,Real Estate,322973584.63,-0.1471,0.5622,0.1795,0.4593,-0.1178,474013156.96,3.5079,1.4677,10.7542,0.564,-11851518.97,-7147681.39,2.8577,2.0158,19.6,-0.025,28.5129,0.0657,0.7183,0.4901,12343,26166.54,1.9679,16.5151,0.0732,0.0361,28,792.0,0,2,7.26,69.09,0
COMP_03842,Manufacturing,325834900.86,0.0448,0.5762,0.1313,0.4418,-0.0999,58114301.09,2.0556,0.1784,7.152,0.3811,45102481.48,31381835.68,3.6012,2.1958,19.97,0.7761,12.7945,0.2851,0.6494,0.4477,24122,13507.79,1.2323,2.6244,0.0437,0.2418,31,640.85,1,0,8.09,74.96,0
COMP_03843,Healthcare,412434017.83,0.4845,0.5729,0.1515,0.0249,0.2691,867283227.27,1.4768,2.1028,6.602,0.5107,-41242010.69,-28765725.94,1.6129,0.8812,1.39,-0.0476,21.199,0.0326,0.7794,0.4204,32975,12507.48,2.6355,17.2156,-0.098,-0.0524,8,328.05,0,0,1.21,19.4,0
COMP_03844,Energy,209436574.92,0.0268,0.2915,-0.0185,0.0554,-0.0356,107868528.01,1.2527,0.515,8.9117,0.3086,214777.67,177427.05,3.4603,2.9032,4.46,0.002,17.9572,0.2319,0.5014,0.4636,5539,37811.26,1.2261,4.1155,0.103,-0.2764,12,783.25,0,0,8.63,36.26,0
COMP_03845,Energy,37469460.42,0.5564,0.4156,0.1839,0.0083,0.04,30984865.22,3.4359,0.8269,13.9643,0.6078,-1316448.85,-1536572.47,1.6858,1.3232,22.79,-0.0425,9.2841,0.1666,0.8519,0.6655,40569,923.6,1.5281,4.8064,0.2516,0.1361,71,635.96,0,0,1.25,72.25,0
COMP_03846,Retail,137559526.08,0.5517,0.302,0.2977,0.0176,-0.0682,349153670.26,4.4894,2.5382,2.1457,0.5932,-2210267.29,-1607442.25,3.6296,1.8686,7.06,-0.0063,27.5936,0.3021,0.8852,0.7572,34248,4016.57,1.4379,15.6188,0.08,-0.2733,56,505.64,0,1,7.64,32.35,0
COMP_03847,Retail,490022726.14,-0.1696,0.0612,0.3988,0.4447,0.0493,570888858.34,3.7992,1.165,14.3563,0.1642,119649102.34,83386487.49,3.2932,3.1127,0.79,0.2096,10.5063,0.0608,0.5584,0.5608,20719,23650.89,2.3997,6.262,-0.1281,0.3252,30,399.38,0,0,6.8,11.96,0
COMP_03848,Technology,298533029.04,-0.1404,0.4437,0.3031,0.4587,0.0183,195513660.58,4.1905,0.6549,18.5617,0.8286,79385495.34,49073048.12,3.9426,3.1112,6.47,0.406,27.5773,0.3973,0.6933,0.7952,24711,12080.98,2.4988,10.8439,0.0371,-0.2028,15,522.13,0,0,6.95,73.25,0
COMP_03849,Manufacturing,355158805.32,0.4764,0.1366,0.1345,-0.0689,0.2918,732778599.32,3.9288,2.0632,15.3884,0.4684,71746564.05,55558977.28,3.3955,2.0143,17.78,0.0979,14.393,0.0479,0.5696,0.611,24348,14586.78,2.7364,10.9751,0.2605,0.4315,70,578.55,0,0,6.27,37.99,0
COMP_03850,Retail,4671556.98,0.0535,0.106,-0.0839,0.2562,0.2712,3880546.92,4.8978,0.8307,4.2377,0.2561,635530.81,398750.32,1.8937,1.6631,22.04,0.1638,1.15,0.1898,0.9554,0.7422,44813,104.25,0.8437,8.7544,0.2786,0.1357,48,663.15,0,1,9.76,50.77,1
COMP_03851,Technology,259584660.36,-0.2961,0.5788,0.2089,0.2385,0.423,265120544.0,3.8132,1.0213,2.2059,0.3459,-1987741.93,-1185565.89,0.8853,0.794,4.15,-0.0075,26.8832,0.2161,0.8965,0.6517,35921,7226.54,2.7509,18.7857,0.2307,0.2118,16,483.16,0,0,1.26,15.31,1
COMP_03852,Real Estate,19726800.11,-0.0535,0.0567,0.3626,0.1343,0.2847,43646603.66,1.1301,2.2126,10.0624,0.793,195069.48,214605.88,3.56,2.699,5.77,0.0045,31.4847,0.1691,0.5096,0.719,33601,587.09,1.0114,12.1497,0.044,-0.0034,14,662.67,0,0,7.71,33.28,0
COMP_03853,Real Estate,285045875.83,0.2379,0.7213,-0.0729,0.279,0.2669,745546055.76,3.9788,2.6155,19.1499,0.4065,6828533.13,3665878.31,2.4992,2.2455,10.88,0.0092,4.2806,0.3294,0.9658,0.1152,17125,16645.01,2.6585,14.9067,0.0207,0.2205,76,526.45,0,2,4.48,76.4,0
COMP_03854,Retail,460464653.97,0.4193,0.4107,-0.0464,0.4684,0.2665,1204042744.79,1.6781,2.6148,16.4717,0.5496,97066954.8,96831818.22,3.5035,1.7977,18.09,0.0806,20.5247,-0.0435,0.5681,0.7938,15660,29403.87,2.6,18.0253,-0.0209,-0.097,33,594.3,0,0,6.11,18.78,0
COMP_03855,Manufacturing,484241146.12,-0.18,0.7381,-0.1106,0.0022,0.3798,842399263.02,4.9794,1.7396,11.4733,0.8582,558680.21,358560.75,1.855,1.7164,15.98,0.0007,2.6043,0.1986,0.5403,0.8087,24421,19828.88,1.4733,13.0652,-0.0856,0.3502,46,768.87,0,1,6.66,65.6,1
COMP_03856,Energy,270735785.02,-0.2005,0.0906,0.242,-0.0278,0.0277,445254643.34,1.9457,1.6446,3.2881,0.6214,78338961.58,39811900.72,0.6013,0.3161,8.2,0.1759,29.0631,0.1532,0.5157,0.773,35805,7561.4,2.4356,14.5073,0.2553,-0.0431,33,577.25,0,1,2.32,39.19,0
COMP_03857,Finance,229644197.82,0.5299,0.4585,0.0439,-0.08,0.0301,637950117.88,1.5347,2.778,14.4198,0.6406,50196870.79,53038087.53,0.6835,0.5393,2.06,0.0787,34.5798,0.1086,0.8795,0.6841,34305,6694.19,2.2812,9.9628,0.1555,0.2095,38,830.57,0,2,2.07,39.71,0
COMP_03858,Telecom,472563530.03,0.376,0.2945,-0.1624,0.1183,0.2947,357408334.8,1.2722,0.7563,16.3535,0.2989,141715701.48,140525270.24,2.8467,1.8665,6.44,0.3965,17.3752,0.0731,0.9441,0.73,49468,9552.91,0.326,19.9181,0.2198,0.2772,62,584.38,0,0,2.76,23.21,0
COMP_03859,Manufacturing,337131306.17,0.2308,0.6404,0.325,0.1026,-0.0128,208174644.4,3.3267,0.6175,18.7338,0.6346,28208256.92,20705121.07,0.9006,0.4662,5.66,0.1355,11.0376,-0.0236,0.5459,0.245,41123,8198.12,0.2734,15.9664,-0.1051,-0.0467,28,832.25,0,0,3.47,11.33,0
COMP_03860,Telecom,33384740.49,0.3923,0.3029,0.1346,0.1585,0.3972,78786759.82,0.6352,2.36,12.4363,0.415,4531353.36,2517315.3,3.1091,2.8547,0.99,0.0575,29.6166,0.225,0.972,0.1381,29052,1149.14,0.446,19.372,-0.0728,0.2114,42,442.59,1,1,4.2,47.32,0
COMP_03861,Healthcare,233397063.26,0.086,0.2323,-0.0013,0.202,0.1709,348303940.28,4.7724,1.4923,10.5321,0.8288,2838252.54,2135700.16,1.968,1.1039,23.41,0.0081,18.2752,-0.0411,0.6516,0.3318,29543,7900.25,2.8551,4.2904,-0.1344,-0.0003,21,632.19,1,1,1.71,88.68,0
COMP_03862,Real Estate,120882264.21,0.3826,0.6503,0.0064,0.3547,0.0301,303897379.53,1.5421,2.514,12.574,0.2036,17104578.65,10723361.63,2.4709,2.1847,6.5,0.0563,15.771,0.3146,0.8258,0.454,37023,3265.06,2.1961,2.4122,0.0509,0.1341,61,323.26,1,1,4.66,76.75,0
COMP_03863,Retail,235432356.4,0.0346,0.3123,-0.0258,0.1353,0.3157,228944019.54,1.5475,0.9724,18.8934,0.3285,68171819.99,78585235.06,3.3042,2.1433,20.16,0.2978,8.0505,0.1239,0.9734,0.3166,21052,11183.37,1.3605,11.4228,0.0457,0.3285,79,510.95,0,0,9.29,47.58,0
COMP_03864,Retail,228277320.43,-0.0803,0.0618,0.0733,0.0984,0.0374,274974732.52,0.3257,1.2046,12.7485,0.1528,-20053686.4,-17461470.12,1.3858,1.1551,11.89,-0.0729,21.599,0.2027,0.5041,0.7965,28798,7926.85,0.8183,15.1672,0.225,0.2837,58,489.17,1,0,7.68,58.63,0
COMP_03865,Telecom,291490256.6,0.3561,0.3232,0.0022,0.3961,0.428,917816539.04,1.3055,3.1487,5.523,0.4047,4580920.07,5381163.5,1.9452,1.1951,23.35,0.005,21.2605,-0.0611,0.7625,0.8715,15785,18466.28,2.8538,16.9934,-0.1368,-0.1109,25,747.12,0,0,7.58,61.45,0
